src_sample_id,src_cohort,src_label_target,src_binary_label,src_tool_or_builder,src_evidence_level,src_deployment_check_status,src_training_gate,src_url_group,requested_url,scan_ok,scan_error,final_url,scheme,hostname,status_code,redirect_count,response_ms,html_bytes,html_sha256,content_type,server_header,x_powered_by,cache_control,title_len,meta_generator,meta_description_len,canonical_count,jsonld_count,og_tag_count,script_tag_count,stylesheet_count,manifest_link_count,inline_script_bytes,inline_style_bytes,html_comment_count,element_count,h1_count,button_count,form_count,class_token_count,unique_class_token_count,id_count,data_attr_count,unique_data_attr_count,hosting_lovable_app_flag,hosting_replit_app_flag,hosting_vercel_app_flag,hosting_netlify_app_flag,header_x_vercel_id_flag,header_x_nf_request_id_flag,header_cf_ray_flag,header_x_render_origin_server_flag,header_x_replit_user_id_flag,utility_class_count,utility_class_ratio,rounded_class_count,gradient_class_count,shadow_class_count,arbitrary_value_class_count,data_slot_count,data_component_id_count,same_origin_js_fetched,same_origin_css_fetched,js_bytes_scanned,css_bytes_scanned,js_sourcemap_markers,hashed_asset_name_count,asset_fetch_errors,builder_lovable_hits,builder_lovable_flag,builder_bolt_hits,builder_bolt_flag,builder_v0_hits,builder_v0_flag,builder_replit_hits,builder_replit_flag,builder_base44_hits,builder_base44_flag,tech_nextjs_hits,tech_nextjs_flag,tech_nuxt_hits,tech_nuxt_flag,tech_astro_hits,tech_astro_flag,tech_svelte_hits,tech_svelte_flag,tech_angular_hits,tech_angular_flag,tech_vue_hits,tech_vue_flag,tech_react_hits,tech_react_flag,tech_vite_hits,tech_vite_flag,tech_tanstack_start_hits,tech_tanstack_start_flag,tech_tailwind_hits,tech_tailwind_flag,tech_radix_hits,tech_radix_flag,tech_lucide_hits,tech_lucide_flag,tech_framer_motion_hits,tech_framer_motion_flag,tech_supabase_hits,tech_supabase_flag,tech_firebase_hits,tech_firebase_flag,tech_clerk_hits,tech_clerk_flag,tech_wordpress_hits,tech_wordpress_flag,tech_webflow_hits,tech_webflow_flag,tech_framer_site_hits,tech_framer_site_flag,tech_wix_hits,tech_wix_flag,tech_squarespace_hits,tech_squarespace_flag,tech_shadcn_compound_flag,robots_status,robots_bytes,robots_has_sitemap,sitemap_status,sitemap_bytes,manifest_status,manifest_bytes,resolved_ip_count,has_ipv6,tls_subject_cn,tls_issuer_org,tls_not_after,rule_score,rule_score_reasons
AIN-0038,AI_NATIVE,AI_NATIVE_BUILDER,AI,Replit Agent,AI_GOLD_3,WEB_OPEN_VERIFIED,USE_ONLY_IF_SCAN_OK_1,replit.app,https://silent-signal-dashboard--lvjr3383.replit.app/,0,HTTPError: HTTP Error 404: Not Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIN-0039,AI_NATIVE,AI_NATIVE_BUILDER,AI,Replit Agent,AI_GOLD_3,PROVENANCE_HAS_LIVE_LINK_SCAN_PENDING,USE_ONLY_IF_SCAN_OK_1,replit.app,https://reaction-master-devthedev01.replit.app/,1,,https://reaction-master-devthedev01.replit.app/,https,reaction-master-devthedev01.replit.app,200,0,3340.53,959,d836c1e10ede91a96bed76219e28ac308758e415bdc9aaa56e4332d8f4a64612,text/html; charset=utf-8,Google Frontend,,private,21,,0,0,0,0,2,2,0,0,0,0,14,0,0,0,0,0,1,3,3,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,350000,120634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,5,1,0,0,901,1,64,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,959,0,200,959,200,959,1,0,replit.app,Google Trust Services,Oct  7 11:08:41 2026 GMT,2,Tailwind+Radix weak +2
AIN-0040,AI_NATIVE,AI_NATIVE_BUILDER,AI,Replit Agent,AI_GOLD_3,PROVENANCE_HAS_LIVE_LINK_SCAN_PENDING,USE_ONLY_IF_SCAN_OK_1,replit.app,https://formula1-pitlane-racing.replit.app/,1,,https://formula1-pitlane-racing.replit.app/,https,formula1-pitlane-racing.replit.app,200,0,7352.64,818,7ae80c112d30af3f19eb8c6763a7d39a472488a5163382eef3eed022b9a8e365,text/html; charset=utf-8,Google Frontend,,"no-store, no-cache, must-revalidate",17,,0,0,0,0,1,2,0,0,0,0,13,0,0,0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,2,0.5,0,0,0,1,0,0,1,1,350000,40832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,7,1,0,0,283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,818,0,200,818,200,818,1,0,replit.app,Google Trust Services,Oct  7 11:08:41 2026 GMT,1,high utility-class ratio +1
AIN-0041,AI_NATIVE,AI_NATIVE_BUILDER,AI,Replit Agent,AI_GOLD_3,PROVENANCE_HAS_LIVE_LINK_SCAN_PENDING,USE_ONLY_IF_SCAN_OK_1,replit.app,https://seo-visualizer--prachi1singh2.replit.app,0,HTTPError: HTTP Error 404: Not Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIN-0042,AI_NATIVE,AI_NATIVE_BUILDER,AI,v0,AI_GOLD_3,OFFICIAL_PREVIEW_SCAN_PENDING,USE_ONLY_IF_SCAN_OK_1,vercel.app,https://v0-shopify-game-template-4501.vercel.app/,1,,https://v0-shopify-game-template-4501.vercel.app/,https,v0-shopify-game-template-4501.vercel.app,200,0,373.15,40217,93d2aa07bddb858cd47b5ec51dab0da75f91bb7b19c03c12e77c5b1da1c48a46,text/html; charset=utf-8,Vercel,Next.js,"public, max-age=0, must-revalidate",24,v0.app,105,0,0,0,10,1,0,17960,0,6,181,1,19,0,836,217,2,3,3,0,0,1,0,1,0,0,0,0,678,0.811,23,8,4,60,0,0,6,1,448515,78764,0,0,0,0,0,0,0,2,1,0,0,0,0,113,1,0,0,0,0,0,0,0,0,0,0,25,1,2,1,0,0,787,1,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,*.vercel.app,Google Trust Services,Sep 26 13:27:56 2026 GMT,38,direct v0 artifacts +35; Vercel+Next weak +2; high utility-class ratio +1
AIN-0043,AI_NATIVE,AI_NATIVE_BUILDER,AI,v0,AI_GOLD_3,OFFICIAL_PREVIEW_SCAN_PENDING,USE_ONLY_IF_SCAN_OK_1,vercel.app,https://v0-artemis-ii-v0.vercel.app/,1,,https://v0-artemis-ii-v0.vercel.app/,https,v0-artemis-ii-v0.vercel.app,200,0,666.35,28365,eb26718dd8e8b89b4287785907e4f9b8f873b5420bb1fa2428a3e8cafed13a21,text/html; charset=utf-8,Vercel,,"public, max-age=0, must-revalidate",82,,255,0,2,8,9,2,0,15820,0,9,114,2,0,0,252,85,1,3,2,0,0,1,0,1,0,0,0,0,222,0.881,5,0,0,3,0,0,6,2,496086,125243,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1,0,0,0,0,0,0,0,0,0,0,22,1,2,1,0,0,848,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,*.vercel.app,Google Trust Services,Sep 26 13:27:56 2026 GMT,5,Vercel+Next weak +2; Tailwind+Radix weak +2; high utility-class ratio +1
AIN-0044,AI_NATIVE,AI_NATIVE_BUILDER,AI,v0,AI_GOLD_3,WEB_OPEN_VERIFIED_2026-08-07,USE_ONLY_IF_SCAN_OK_1,vercel.app,https://v0-compute-11.vercel.app/,1,,https://v0-compute-11.vercel.app/,https,v0-compute-11.vercel.app,200,0,126.84,114846,bf965e260278ba20f3a241bf03c16d6173bd35921b65eec6d7c416035e343716,text/html; charset=utf-8,Vercel,,"public, max-age=0, must-revalidate",45,v0.app,118,0,0,0,10,2,0,8381,592,15,865,1,22,0,3777,452,8,8,3,0,0,1,0,1,0,0,0,0,3107,0.8226,34,32,2,164,5,0,6,2,506195,143534,0,0,0,0,0,0,0,2,1,0,0,0,0,169,1,0,0,0,0,0,0,0,0,0,0,25,1,2,1,0,0,1043,1,34,1,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,*.vercel.app,Google Trust Services,Sep 26 13:27:56 2026 GMT,40,direct v0 artifacts +35; Vercel+Next weak +2; Tailwind+Radix weak +2; high utility-class ratio +1
AIN-0045,AI_NATIVE,AI_NATIVE_BUILDER,AI,v0,AI_GOLD_3,OFFICIAL_PREVIEW_SCAN_PENDING,USE_ONLY_IF_SCAN_OK_1,vercel.app,https://v0-kudo-board-86.vercel.app/,1,,https://v0-kudo-board-86.vercel.app/,https,v0-kudo-board-86.vercel.app,200,0,538.93,14940,1486b02e6b351ea54cde6bbc01edab6a1e473285816c24ef7256f07c64fbf541,text/html; charset=utf-8,Vercel,,"public, max-age=0, must-revalidate",51,v0.app,87,0,0,0,10,2,0,4787,0,10,101,1,1,0,329,132,1,9,3,0,0,1,0,1,0,0,0,0,272,0.8267,15,0,4,24,4,0,6,2,562139,155029,0,10,0,0,0,0,0,2,1,0,0,0,0,64,1,0,0,0,0,0,0,0,0,0,0,19,1,2,1,0,0,1033,1,9,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,*.vercel.app,Google Trust Services,Sep 26 13:27:56 2026 GMT,40,direct v0 artifacts +35; Vercel+Next weak +2; Tailwind+Radix weak +2; high utility-class ratio +1
AIN-0046,AI_NATIVE,AI_NATIVE_BUILDER,AI,v0,AI_GOLD_3,OFFICIAL_PREVIEW_SCAN_PENDING,USE_ONLY_IF_SCAN_OK_1,vercel.app,https://v0-saas-landing-page-three-topaz-50.vercel.app/,1,,https://v0-saas-landing-page-three-topaz-50.vercel.app/,https,v0-saas-landing-page-three-topaz-50.vercel.app,200,0,495.06,135299,27b55f64fc434fc9a4824eb6baf5ee14e2f964888dc0c473d0ceaec3fe0e192d,text/html; charset=utf-8,Vercel,,"public, max-age=0, must-revalidate",38,v0.app,255,1,1,10,9,2,0,82274,0,6,541,1,1,0,1961,341,9,8,3,0,0,1,0,1,0,0,0,0,1631,0.8317,66,33,3,109,0,0,6,2,495599,135925,0,0,0,0,0,0,0,2,1,0,0,0,0,99,1,0,0,0,0,0,0,0,0,0,0,22,1,2,1,0,0,940,1,34,1,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,386,1,200,1045,0,0,2,0,*.vercel.app,Google Trust Services,Sep 26 13:27:56 2026 GMT,40,direct v0 artifacts +35; Vercel+Next weak +2; Tailwind+Radix weak +2; high utility-class ratio +1
AIN-0047,AI_NATIVE,AI_NATIVE_BUILDER,AI,v0,AI_GOLD_3,WEB_OPEN_VERIFIED,USE_ONLY_IF_SCAN_OK_1,vercel.app,https://v0-calendar-app-iota-eight-11.vercel.app/,1,,https://v0-calendar-app-iota-eight-11.vercel.app/,https,v0-calendar-app-iota-eight-11.vercel.app,200,0,639.88,42904,d2e7779816ce4465e9ee93cbde1aa1be88b297f926352f49c98ac935bb6f9d40,text/html; charset=utf-8,Vercel,,"public, max-age=0, must-revalidate",30,,105,0,0,0,11,1,0,7242,0,5,361,1,15,0,946,170,1,1,1,0,0,1,0,1,0,0,0,0,771,0.815,43,0,1,21,0,0,6,1,431485,66852,0,1,0,0,0,0,0,0,0,0,0,0,0,87,1,0,0,0,0,0,0,0,0,0,0,22,1,2,1,0,0,629,1,14,1,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,*.vercel.app,Google Trust Services,Sep 26 13:27:56 2026 GMT,5,Vercel+Next weak +2; Tailwind+Radix weak +2; high utility-class ratio +1
