src_sample_id,src_cohort,src_label_target,src_binary_label,src_tool_or_builder,src_evidence_level,src_deployment_check_status,src_training_gate,src_url_group,requested_url,scan_ok,scan_error,final_url,scheme,hostname,status_code,redirect_count,response_ms,html_bytes,html_sha256,content_type,server_header,x_powered_by,cache_control,title_len,meta_generator,meta_description_len,canonical_count,jsonld_count,og_tag_count,script_tag_count,stylesheet_count,manifest_link_count,inline_script_bytes,inline_style_bytes,html_comment_count,element_count,h1_count,button_count,form_count,class_token_count,unique_class_token_count,id_count,data_attr_count,unique_data_attr_count,hosting_lovable_app_flag,hosting_replit_app_flag,hosting_vercel_app_flag,hosting_netlify_app_flag,header_x_vercel_id_flag,header_x_nf_request_id_flag,header_cf_ray_flag,header_x_render_origin_server_flag,header_x_replit_user_id_flag,utility_class_count,utility_class_ratio,rounded_class_count,gradient_class_count,shadow_class_count,arbitrary_value_class_count,data_slot_count,data_component_id_count,same_origin_js_fetched,same_origin_css_fetched,js_bytes_scanned,css_bytes_scanned,js_sourcemap_markers,hashed_asset_name_count,asset_fetch_errors,builder_lovable_hits,builder_lovable_flag,builder_bolt_hits,builder_bolt_flag,builder_v0_hits,builder_v0_flag,builder_replit_hits,builder_replit_flag,builder_base44_hits,builder_base44_flag,tech_nextjs_hits,tech_nextjs_flag,tech_nuxt_hits,tech_nuxt_flag,tech_astro_hits,tech_astro_flag,tech_svelte_hits,tech_svelte_flag,tech_angular_hits,tech_angular_flag,tech_vue_hits,tech_vue_flag,tech_react_hits,tech_react_flag,tech_vite_hits,tech_vite_flag,tech_tanstack_start_hits,tech_tanstack_start_flag,tech_tailwind_hits,tech_tailwind_flag,tech_radix_hits,tech_radix_flag,tech_lucide_hits,tech_lucide_flag,tech_framer_motion_hits,tech_framer_motion_flag,tech_supabase_hits,tech_supabase_flag,tech_firebase_hits,tech_firebase_flag,tech_clerk_hits,tech_clerk_flag,tech_wordpress_hits,tech_wordpress_flag,tech_webflow_hits,tech_webflow_flag,tech_framer_site_hits,tech_framer_site_flag,tech_wix_hits,tech_wix_flag,tech_squarespace_hits,tech_squarespace_flag,tech_shadcn_compound_flag,robots_status,robots_bytes,robots_has_sitemap,sitemap_status,sitemap_bytes,manifest_status,manifest_bytes,resolved_ip_count,has_ipv6,tls_subject_cn,tls_issuer_org,tls_not_after,rule_score,rule_score_reasons,src_feature_source,src_snapshot_commit_sha,src_snapshot_commit_date,src_snapshot_sha256
AIN-0037,AI_NATIVE,AI_NATIVE_BUILDER,AI,Replit Agent,AI_GOLD_3,PROVENANCE_HAS_LIVE_LINK_SCAN_PENDING,USE_ONLY_IF_SCAN_OK_1,replit.app,https://nutri-path--vennavlogs8.replit.app,0,HTTPError: HTTP Error 404: Not Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_url,,,
AIN-0038,AI_NATIVE,AI_NATIVE_BUILDER,AI,Replit Agent,AI_GOLD_3,WEB_OPEN_VERIFIED,USE_ONLY_IF_SCAN_OK_1,replit.app,https://silent-signal-dashboard--lvjr3383.replit.app/,0,HTTPError: HTTP Error 404: Not Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_url,,,
AIN-0039,AI_NATIVE,AI_NATIVE_BUILDER,AI,Replit Agent,AI_GOLD_3,PROVENANCE_HAS_LIVE_LINK_SCAN_PENDING,USE_ONLY_IF_SCAN_OK_1,replit.app,https://reaction-master-devthedev01.replit.app/,1,,https://reaction-master-devthedev01.replit.app/,https,reaction-master-devthedev01.replit.app,200,0,3340.53,959,d836c1e10ede91a96bed76219e28ac308758e415bdc9aaa56e4332d8f4a64612,text/html; charset=utf-8,Google Frontend,,private,21,,0,0,0,0,2,2,0,0,0,0,14,0,0,0,0,0,1,3,3,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,350000,120634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,5,1,0,0,901,1,64,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,959,0,200,959,200,959,1,0,replit.app,Google Trust Services,Oct  7 11:08:41 2026 GMT,2,Tailwind+Radix weak +2,live_url,,,
AIN-0040,AI_NATIVE,AI_NATIVE_BUILDER,AI,Replit Agent,AI_GOLD_3,PROVENANCE_HAS_LIVE_LINK_SCAN_PENDING,USE_ONLY_IF_SCAN_OK_1,replit.app,https://formula1-pitlane-racing.replit.app/,1,,https://formula1-pitlane-racing.replit.app/,https,formula1-pitlane-racing.replit.app,200,0,7352.64,818,7ae80c112d30af3f19eb8c6763a7d39a472488a5163382eef3eed022b9a8e365,text/html; charset=utf-8,Google Frontend,,"no-store, no-cache, must-revalidate",17,,0,0,0,0,1,2,0,0,0,0,13,0,0,0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,2,0.5,0,0,0,1,0,0,1,1,350000,40832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,7,1,0,0,283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,818,0,200,818,200,818,1,0,replit.app,Google Trust Services,Oct  7 11:08:41 2026 GMT,1,high utility-class ratio +1,live_url,,,
AIN-0041,AI_NATIVE,AI_NATIVE_BUILDER,AI,Replit Agent,AI_GOLD_3,PROVENANCE_HAS_LIVE_LINK_SCAN_PENDING,USE_ONLY_IF_SCAN_OK_1,replit.app,https://seo-visualizer--prachi1singh2.replit.app,0,HTTPError: HTTP Error 404: Not Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_url,,,
AIN-0042,AI_NATIVE,AI_NATIVE_BUILDER,AI,v0,AI_GOLD_3,OFFICIAL_PREVIEW_SCAN_PENDING,USE_ONLY_IF_SCAN_OK_1,vercel.app,https://v0-shopify-game-template-4501.vercel.app/,1,,https://v0-shopify-game-template-4501.vercel.app/,https,v0-shopify-game-template-4501.vercel.app,200,0,373.15,40217,93d2aa07bddb858cd47b5ec51dab0da75f91bb7b19c03c12e77c5b1da1c48a46,text/html; charset=utf-8,Vercel,Next.js,"public, max-age=0, must-revalidate",24,v0.app,105,0,0,0,10,1,0,17960,0,6,181,1,19,0,836,217,2,3,3,0,0,1,0,1,0,0,0,0,678,0.811,23,8,4,60,0,0,6,1,448515,78764,0,0,0,0,0,0,0,2,1,0,0,0,0,113,1,0,0,0,0,0,0,0,0,0,0,25,1,2,1,0,0,787,1,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,*.vercel.app,Google Trust Services,Sep 26 13:27:56 2026 GMT,38,direct v0 artifacts +35; Vercel+Next weak +2; high utility-class ratio +1,live_url,,,
AIN-0043,AI_NATIVE,AI_NATIVE_BUILDER,AI,v0,AI_GOLD_3,OFFICIAL_PREVIEW_SCAN_PENDING,USE_ONLY_IF_SCAN_OK_1,vercel.app,https://v0-artemis-ii-v0.vercel.app/,1,,https://v0-artemis-ii-v0.vercel.app/,https,v0-artemis-ii-v0.vercel.app,200,0,666.35,28365,eb26718dd8e8b89b4287785907e4f9b8f873b5420bb1fa2428a3e8cafed13a21,text/html; charset=utf-8,Vercel,,"public, max-age=0, must-revalidate",82,,255,0,2,8,9,2,0,15820,0,9,114,2,0,0,252,85,1,3,2,0,0,1,0,1,0,0,0,0,222,0.881,5,0,0,3,0,0,6,2,496086,125243,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1,0,0,0,0,0,0,0,0,0,0,22,1,2,1,0,0,848,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,*.vercel.app,Google Trust Services,Sep 26 13:27:56 2026 GMT,5,Vercel+Next weak +2; Tailwind+Radix weak +2; high utility-class ratio +1,live_url,,,
AIN-0044,AI_NATIVE,AI_NATIVE_BUILDER,AI,v0,AI_GOLD_3,WEB_OPEN_VERIFIED_2026-08-07,USE_ONLY_IF_SCAN_OK_1,vercel.app,https://v0-compute-11.vercel.app/,1,,https://v0-compute-11.vercel.app/,https,v0-compute-11.vercel.app,200,0,126.84,114846,bf965e260278ba20f3a241bf03c16d6173bd35921b65eec6d7c416035e343716,text/html; charset=utf-8,Vercel,,"public, max-age=0, must-revalidate",45,v0.app,118,0,0,0,10,2,0,8381,592,15,865,1,22,0,3777,452,8,8,3,0,0,1,0,1,0,0,0,0,3107,0.8226,34,32,2,164,5,0,6,2,506195,143534,0,0,0,0,0,0,0,2,1,0,0,0,0,169,1,0,0,0,0,0,0,0,0,0,0,25,1,2,1,0,0,1043,1,34,1,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,*.vercel.app,Google Trust Services,Sep 26 13:27:56 2026 GMT,40,direct v0 artifacts +35; Vercel+Next weak +2; Tailwind+Radix weak +2; high utility-class ratio +1,live_url,,,
AIN-0045,AI_NATIVE,AI_NATIVE_BUILDER,AI,v0,AI_GOLD_3,OFFICIAL_PREVIEW_SCAN_PENDING,USE_ONLY_IF_SCAN_OK_1,vercel.app,https://v0-kudo-board-86.vercel.app/,1,,https://v0-kudo-board-86.vercel.app/,https,v0-kudo-board-86.vercel.app,200,0,538.93,14940,1486b02e6b351ea54cde6bbc01edab6a1e473285816c24ef7256f07c64fbf541,text/html; charset=utf-8,Vercel,,"public, max-age=0, must-revalidate",51,v0.app,87,0,0,0,10,2,0,4787,0,10,101,1,1,0,329,132,1,9,3,0,0,1,0,1,0,0,0,0,272,0.8267,15,0,4,24,4,0,6,2,562139,155029,0,10,0,0,0,0,0,2,1,0,0,0,0,64,1,0,0,0,0,0,0,0,0,0,0,19,1,2,1,0,0,1033,1,9,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,*.vercel.app,Google Trust Services,Sep 26 13:27:56 2026 GMT,40,direct v0 artifacts +35; Vercel+Next weak +2; Tailwind+Radix weak +2; high utility-class ratio +1,live_url,,,
AIN-0046,AI_NATIVE,AI_NATIVE_BUILDER,AI,v0,AI_GOLD_3,OFFICIAL_PREVIEW_SCAN_PENDING,USE_ONLY_IF_SCAN_OK_1,vercel.app,https://v0-saas-landing-page-three-topaz-50.vercel.app/,1,,https://v0-saas-landing-page-three-topaz-50.vercel.app/,https,v0-saas-landing-page-three-topaz-50.vercel.app,200,0,495.06,135299,27b55f64fc434fc9a4824eb6baf5ee14e2f964888dc0c473d0ceaec3fe0e192d,text/html; charset=utf-8,Vercel,,"public, max-age=0, must-revalidate",38,v0.app,255,1,1,10,9,2,0,82274,0,6,541,1,1,0,1961,341,9,8,3,0,0,1,0,1,0,0,0,0,1631,0.8317,66,33,3,109,0,0,6,2,495599,135925,0,0,0,0,0,0,0,2,1,0,0,0,0,99,1,0,0,0,0,0,0,0,0,0,0,22,1,2,1,0,0,940,1,34,1,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,386,1,200,1045,0,0,2,0,*.vercel.app,Google Trust Services,Sep 26 13:27:56 2026 GMT,40,direct v0 artifacts +35; Vercel+Next weak +2; Tailwind+Radix weak +2; high utility-class ratio +1,live_url,,,
AIN-0047,AI_NATIVE,AI_NATIVE_BUILDER,AI,v0,AI_GOLD_3,WEB_OPEN_VERIFIED,USE_ONLY_IF_SCAN_OK_1,vercel.app,https://v0-calendar-app-iota-eight-11.vercel.app/,1,,https://v0-calendar-app-iota-eight-11.vercel.app/,https,v0-calendar-app-iota-eight-11.vercel.app,200,0,639.88,42904,d2e7779816ce4465e9ee93cbde1aa1be88b297f926352f49c98ac935bb6f9d40,text/html; charset=utf-8,Vercel,,"public, max-age=0, must-revalidate",30,,105,0,0,0,11,1,0,7242,0,5,361,1,15,0,946,170,1,1,1,0,0,1,0,1,0,0,0,0,771,0.815,43,0,1,21,0,0,6,1,431485,66852,0,1,0,0,0,0,0,0,0,0,0,0,0,87,1,0,0,0,0,0,0,0,0,0,0,22,1,2,1,0,0,629,1,14,1,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,*.vercel.app,Google Trust Services,Sep 26 13:27:56 2026 GMT,5,Vercel+Next weak +2; Tailwind+Radix weak +2; high utility-class ratio +1,live_url,,,
HIS-0002,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0002,http://127.0.0.1:62218/,1,,http://127.0.0.1:62218/,http,127.0.0.1,200,0,6.97,18572,a310d5bcd9cd76bcb5ba970a48de05ba80df7f1b807e1a2e4745e75a5cf2cdda,text/html,SimpleHTTP/0.6 Python/3.8.8,,,23,,0,0,0,0,9,6,0,1082,530,35,263,0,2,1,201,78,11,5,4,0,0,0,0,0,0,0,0,0,12,0.0597,0,0,2,0,0,0,6,4,53177,148941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,62d18e4055d64dc556a5c40e675b0ad14ae755d4,2017-08-07T01:24:38+05:30,bdcf06934ad0548dfcfe0333100e762a754a7c1ef35273c46582f545bcb7cecf
HIS-0006,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0006,http://127.0.0.1:62246/,1,,http://127.0.0.1:62246/,http,127.0.0.1,200,0,4.68,144,50556aff6e32a97f9e7a045e95df9ec90486f4b27a4f2539892e6bccae411fcf,text/html,SimpleHTTP/0.6 Python/3.8.8,,,27,,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,951fb4b4d1b6321cc6d545b46ef567e221ab2fc8,2018-02-16T13:40:09+11:00,c5491a740a48aa4448f8af5ec39d96697de11af8f79afbb2d4e458195b68e7de
HIS-0007,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0007,http://127.0.0.1:62258/,1,,http://127.0.0.1:62258/,http,127.0.0.1,200,0,3.68,1255,9589e6dcd2edcab0d6df006cc08e99f8285d5309746c7ebaa23be61ba65520de,text/html,SimpleHTTP/0.6 Python/3.8.8,,,8,,0,0,0,0,0,2,0,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,0d3d8e597a0a7f3bdb23ccebb1bf027c1ce0e985,2018-03-13T13:56:41-06:00,563eb3bc66df2c9ab2319af61e6c1bb5dfb3ad31b805f4b1ab7f3e7ae1382547
HIS-0009,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0009,http://127.0.0.1:62275/,1,,http://127.0.0.1:62275/,http,127.0.0.1,200,0,4.02,41809,896d3d75fdbe0410ba7eaa62387f0135c17e17b6e8a2ceae7b579f44338eabc1,text/html,SimpleHTTP/0.6 Python/3.8.8,,,51,,0,0,0,0,3,4,0,0,447,11,290,5,0,0,250,75,38,0,0,0,0,0,0,0,0,0,0,0,11,0.044,0,0,0,0,0,0,3,1,342447,26447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,f9c64ae8fd86f9ea555393b463972b55ae1b9d39,2018-04-17T22:35:03-07:00,f53372da70637bbaa5e7ad9a586190dfceac1a9977987ce413e5347930ecdc45
HIS-0011,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0011,http://127.0.0.1:62292/,1,,http://127.0.0.1:62292/,http,127.0.0.1,200,0,4.32,14097,a2eaef73804757866b4dfa5d4d82747d6a174b65b3926ed42d9c4748fa5544e3,text/html,SimpleHTTP/0.6 Python/3.8.8,,,64,"Four Col Portfolio - Four Column Portfolio Page, Responsive Bootstrap 4 template , bootstrap 4 showcase template, bootstrap4 template, 4 Column template",98,0,0,0,4,2,0,0,0,8,158,1,1,0,158,55,6,2,2,0,0,0,0,0,0,0,0,0,18,0.1139,0,0,0,0,0,0,4,2,158369,159238,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,7272b7c8aec90edeb0b9fc21cb43e370ccc8df69,2018-06-13T13:13:03+05:45,a32a57bddbe079435e7acdc170a20b0abe5f5d37ec69e645b6cc27773305eac7
HIS-0012,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0012,http://127.0.0.1:62311/,1,,http://127.0.0.1:62311/,http,127.0.0.1,200,0,3.95,2144,daf8467c26894d65874264bc85a29d3811b81e07585aa0b5ea50496f7f26656e,text/html,SimpleHTTP/0.6 Python/3.8.8,,,28,,46,0,0,0,0,0,1,424,0,3,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,116e2bf9200f0c300841c755dcdc9f67fcab3f86,2018-04-12T13:02:52-03:00,1aad9e63b622e2ddea6c73385ff8a508a546b1fe4921d5ad3313c4d6443512ac
HIS-0013,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0013,http://127.0.0.1:62322/,1,,http://127.0.0.1:62322/,http,127.0.0.1,200,0,4.46,13372,4267147fffaffacecde115a9bbc3d1b91a8007b114bf27d89a3e929658e20581,text/html,SimpleHTTP/0.6 Python/3.8.8,,,10,,0,0,0,0,8,8,0,0,557,31,182,0,0,0,101,49,10,8,3,0,0,0,0,0,0,0,0,0,1,0.0099,0,0,0,0,0,0,6,6,232972,205473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,e608b5ffa6f1eb9fb11e838fe2d69a5a287d2285,2018-10-24T11:50:49+01:00,5c8137306d48d1c6e4ea912dc28d243eb3a9b56f06fbd9723d8f63b4f26e94e8
HIS-0014,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0014,http://127.0.0.1:62345/,1,,http://127.0.0.1:62345/,http,127.0.0.1,200,0,3.9,176,e130fa188fab892fde8e00413789ee65139ae5560d1869bb2a5dad68eb9cfaf9,text/html,SimpleHTTP/0.6 Python/3.8.8,,,0,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,14376ea6111a15cab2bb2367190b0a16bae5fe17,2016-11-16T17:00:32-05:00,f8872817441df1c159e5a42eb963267aa10a8ff37e7249e6d7cc4cfa643c47f2
HIS-0015,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0015,http://127.0.0.1:62355/,1,,http://127.0.0.1:62355/,http,127.0.0.1,200,0,3.83,976,3ed481b239461a07b7d579a79e67269263c6da5b4654cde9d158b65a2a1ada1d,text/html,SimpleHTTP/0.6 Python/3.8.8,,,0,,0,0,0,0,2,0,0,75,100,2,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,7ac41c9a48d0ed4cb8cefdf9fe4bdd9ea635655e,2019-10-27T00:38:30-05:00,c7fb20bea9d7a46719a2e531bfb46c740d50db5e8c22c0e220e87d648b927f75
HIS-0016,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0016,http://127.0.0.1:62366/,1,,http://127.0.0.1:62366/,http,127.0.0.1,200,0,3.9,9055,24536ab3ae2fcd403b39b6f0aac2f916608f376dd570fceef3e568f810cccac0,text/html,SimpleHTTP/0.6 Python/3.8.8,,,14,,126,0,0,0,3,3,0,432,0,2,156,21,0,0,50,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,19888,18938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,f2242cb7e088bf1d4f4f86b68e371a6d69fe03c5,2019-01-13T18:56:03-08:00,484824780655f0428bc10f9cc193778b8efdbcceb6a6f73bf226b846684d5f5c
HIS-0017,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0017,http://127.0.0.1:62382/,1,,http://127.0.0.1:62382/,http,127.0.0.1,200,0,4.01,1542,39a2ba00bb30dc501335bf3d041bc815044435cc1459167b119b790f10141ae4,text/html,SimpleHTTP/0.6 Python/3.8.8,,,4,,0,0,0,0,1,2,0,0,103,0,23,1,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,544,3093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,eef7e2dfe9172f419879ffde93b037ec419d8cf0,2017-03-06T14:22:43-08:00,556d3c865c35c59ea8b671e648ba8db845449ccbb48c069e0500a58a11dabad4
HIS-0018,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0018,http://127.0.0.1:62395/,1,,http://127.0.0.1:62395/,http,127.0.0.1,200,0,4.29,13055,94600661ccbad707617acf948ba8fa338bf0a6d736e6c6210ee186bffc7727a2,text/html,SimpleHTTP/0.6 Python/3.8.8,,,16,,0,0,0,0,8,6,0,1038,0,29,255,0,2,1,172,84,11,5,4,0,0,0,0,0,0,0,0,0,12,0.0698,0,0,0,0,0,0,6,4,84256,175890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,54bb8169632f8fa22467e201322e9a720c13847b,2017-04-24T12:38:28+05:30,4ec48dbeb16161711c22464b1a1c44008337866f24086d70058320cb55103bad
HIS-0020,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0020,http://127.0.0.1:63064/,1,,http://127.0.0.1:63064/,http,127.0.0.1,200,0,3.99,4850,a0456558ed648803635fe3dfc48447169788c9e97bcd56e777fece4fc1ec2c90,text/html,SimpleHTTP/0.6 Python/3.8.8,,,30,,0,0,0,0,6,5,0,267,0,10,74,0,1,0,52,30,18,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,101193,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,344b1aab30e74c734e705c5db1c42a2f69bcabaa,2017-10-03T18:44:33+02:00,0a2e007187eea23b8c2c7370ad563875b9dfc6a4a5ce962be3db9060f2b585b0
HIS-0024,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0024,http://127.0.0.1:62418/,1,,http://127.0.0.1:62418/,http,127.0.0.1,200,0,4.75,11580,36adef68176c9842ae934dcaac173d73ac126a01ac08b3f129b497d0bd6cff75,text/html,SimpleHTTP/0.6 Python/3.8.8,,,17,,37,0,0,5,0,2,0,0,0,0,192,1,0,0,160,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,8923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,66c57be9371ce2f401bcbe1ed4786d0a5d98d615,2017-08-28T03:18:43+03:00,05324ddb0050a8d6c6fc7ecf50b24b7b59a7b3a20375f3e0443f568611c05acb
